source_file,source_axis,source_value,target_terms,action,reason
FACETS.csv,indication,neurocognitive,legacy_indication:neurocognitive,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,indication,oncology,legacy_indication:oncology,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,indication,musculoskeletal,legacy_indication:musculoskeletal,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,indication,inflammation_autoimmune,legacy_indication:inflammation_autoimmune,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,indication,reproductive,legacy_indication:reproductive,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,indication,injury_repair,legacy_indication:injury_repair,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,indication,infectious_immunity,legacy_indication:infectious_immunity,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,indication,aging_longevity,legacy_indication:aging_longevity,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,endpoint,body_weight,legacy_endpoint:body_weight,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,endpoint,glycemic_control,legacy_endpoint:glycemic_control,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,endpoint,lipids,legacy_endpoint:lipids,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,endpoint,liver_histology,legacy_endpoint:liver_histology;outcome_measured:liver_histology;outcome_measured:liver_enzymes,split_review,Legacy pattern combines tissue histology and blood liver enzymes; re-extract from source.
FACETS.csv,endpoint,blood_pressure,legacy_endpoint:blood_pressure,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,endpoint,inflammation_markers,legacy_endpoint:inflammation_markers,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,endpoint,oxidative_stress,legacy_endpoint:oxidative_stress,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,endpoint,mitochondrial_function,legacy_endpoint:mitochondrial_function,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,endpoint,safety_tolerability,legacy_endpoint:safety_tolerability,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,endpoint,pharmacokinetics,legacy_endpoint:pharmacokinetics,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,endpoint,mortality_survival,legacy_endpoint:mortality_survival,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,endpoint,muscle_performance,legacy_endpoint:muscle_performance,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,mechanism,incretin_receptor,legacy_mechanism:incretin_receptor,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,mechanism,nad_metabolism,legacy_mechanism:nad_metabolism,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,mechanism,mtor_autophagy,legacy_mechanism:mtor_autophagy,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,mechanism,redox_antioxidant,legacy_mechanism:redox_antioxidant,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,mechanism,mitochondrial,legacy_mechanism:mitochondrial,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,mechanism,inflammation,legacy_mechanism:inflammation,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,mechanism,senescence,legacy_mechanism:senescence,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,mechanism,ampk_metabolic,legacy_mechanism:ampk_metabolic,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,mechanism,receptor_signaling,legacy_mechanism:receptor_signaling,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,route,oral,legacy_route:oral,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,route,subcutaneous,legacy_route:subcutaneous,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,route,intravenous,legacy_route:intravenous,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,route,intraperitoneal,legacy_route:intraperitoneal,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,route,topical,legacy_route:topical,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,route,inhaled,legacy_route:inhaled,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,drug_class,glp1_agonist,legacy_drug_class:glp1_agonist,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,drug_class,gip_agonist,legacy_drug_class:gip_agonist,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,drug_class,glucagon_agonist,legacy_drug_class:glucagon_agonist,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,drug_class,amylin_analog,legacy_drug_class:amylin_analog,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,drug_class,sglt2_inhibitor,legacy_drug_class:sglt2_inhibitor,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,drug_class,mito_err_agonist,legacy_drug_class:mito_err_agonist,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,drug_class,nad_precursor,legacy_drug_class:nad_precursor,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,drug_class,senolytic,legacy_drug_class:senolytic,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,drug_class,peptide_hormone,legacy_drug_class:peptide_hormone,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,drug_class,mtor_inhibitor,legacy_drug_class:mtor_inhibitor,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,drug_class,myostatin_inhibitor,legacy_drug_class:myostatin_inhibitor,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,population,older_adults,legacy_population:older_adults,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,population,pediatric,legacy_population:pediatric,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,population,women_pregnancy,legacy_population:women_pregnancy,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,population,male,legacy_population:male,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,population,comorbid_metabolic,legacy_population:comorbid_metabolic,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,population,comorbid_cardiorenal,legacy_population:comorbid_cardiorenal,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,sex,female,legacy_sex:female,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,sex,male,legacy_sex:male,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,sex,both_sexes,legacy_sex:both_sexes,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,formulation,oral_peptide,legacy_formulation:oral_peptide,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,formulation,long_acting,legacy_formulation:long_acting,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,formulation,nanoparticle,legacy_formulation:nanoparticle,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,evidence_direction,positive,legacy_evidence_direction:positive,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,evidence_direction,null,legacy_evidence_direction:null,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,evidence_direction,mixed,legacy_evidence_direction:mixed,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
FACETS.csv,evidence_direction,adverse,legacy_evidence_direction:adverse,retain_topic,Retain for compatibility; do not auto-promote to a studied/measured assertion.
MOLECULES.csv,type,mixture,,review_required,"Review substance form, components, and aliases before canonical identity migration."
MOLECULES.csv,type,peptide,,review_required,"Review substance form, components, and aliases before canonical identity migration."
MOLECULES.csv,type,small_molecule,,review_required,"Review substance form, components, and aliases before canonical identity migration."
MOLECULES.csv,mechanism_class,activin_receptor_antibody,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,activin_receptor_ligand_trap,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,ampa_pam,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,ampk_metabolic_modulator,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,amylin_analog,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,amylin_glp1_combo,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,antimicrobial_peptide,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,antioxidant_longevity_vitamin,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,antioxidant_redox,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,apelin_apj_axis,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,autophagy_inducer,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,basal_insulin_analog,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,cardiac_bioregulator,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,cartilage_bioregulator,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,copper_peptide_ecm,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,epor_tissue_protective,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,experimental_peptide,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,fgf21_analog,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,gdf15_gfral_axis,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,ghrh_analog,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,ghsr_agonist,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,ghsr_agonist_secretagogue,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,gipr_antagonist_glp1_agonist,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,glp1_amylin_agonist,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,glp1ra_oral,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,glucagon_glp1_dual_agonist,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,hgf_mimetic_synaptogenesis_modulator,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,igf1_analog,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,igf1_analog_glypromate,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,immunomodulatory_peptide,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,incretin_dual_agonist,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,incretin_glp1_agonist,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,incretin_triagonist,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,integrated_stress_response_inhibitor,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,kisspeptin_axis,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,klotho_longevity_factor,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,longevity_geroprotector,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,mas_receptor_axis,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,melanocortin_agonist,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,melanocortin_antiinflammatory,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,metabolic_longevity_amino_derivative,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,mitochondrial_derived_peptide,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,mitochondrial_metabolic_support,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,mitochondrial_redox_cofactor,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,mitochondrial_redox_modulator,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,mitochondrial_targeted_peptide,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,mitophagy_modulator,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,monoamine_reuptake_inhibitor,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,mtor_inhibitor,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,myostatin_inhibitor,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,nad_precursor,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,neurogenesis_modulator,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,neuropeptide_vasodilator,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,neurotrophic_mixture,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,nnmt_inhibitor,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,nootropic_peptide,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,nootropic_small_molecule,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,nuclear_receptor_err_agonist,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,opioid_receptor_modulator,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,ppar_delta_agonist,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,prostate_bioregulator,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,pth_analog_bone_anabolic,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,pthrp_analog_bone_anabolic,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,relaxin_rxfp1_agonist,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,rev_erb_agonist,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,senescence_pathway,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,senolytic_bcl2_inhibitor,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,senolytic_peptide,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,senolytic_small_molecule,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,sglt2_inhibitor,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,sleep_peptide,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,tca_metabolite,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,tgf_beta_family,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,thymic_immunomodulator,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,tie2_agonist_vascular_stability,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,vascular_bioregulator,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,mechanism_class,wound_healing_actin_peptide,,review_required,"Separate target/action, biological process, origin, and use; verify source-backed relationships."
MOLECULES.csv,status,approved,,review_required,"Separate development program, regulatory jurisdiction/indication/date, and product category."
MOLECULES.csv,status,clinical,,review_required,"Separate development program, regulatory jurisdiction/indication/date, and product category."
MOLECULES.csv,status,off_label,,review_required,"Separate development program, regulatory jurisdiction/indication/date, and product category."
MOLECULES.csv,status,preclinical,,review_required,"Separate development program, regulatory jurisdiction/indication/date, and product category."
MOLECULES.csv,status,research_only,,review_required,"Separate development program, regulatory jurisdiction/indication/date, and product category."
MOLECULES.csv,status,supplement,,review_required,"Separate development program, regulatory jurisdiction/indication/date, and product category."
